countyFIPS,PopulationDensityperSqMile2010,PopulationEstimate2018,#ICU_beds,MedianAge2010,Smokers_Percentage,DiabetesPercentage,HeartDiseaseMortality,#Hospitals
26017,243.7,103923.0,32.0,41.7,17.791812575999998,7.1,261.6,1.0
38105,10.8,35350.0,0.0,39.0,20.108522875,9.9,166.6,2.0
39169,206.4,115967.0,14.0,38.3,17.467266789,13.4,171.9,2.0
39133,331.2,162927.0,16.0,37.4,18.890229241,10.6,207.4,1.0
48291,65.3,86323.0,0.0,36.4,16.686172315,19.0,254.6,2.0
06055,182.4,139417.0,32.0,39.7,9.9328479729,7.2,137.4,2.0
26147,226.1,159337.0,23.0,41.3,18.148696185,8.2,231.1,3.0
48361,245.3,83572.0,0.0,38.6,16.419416545,13.7,256.2,0.0
18043,504.1,77781.0,16.0,39.1,21.657641054000003,12.7,200.2,2.0
01001,91.8,55601.0,6.0,37.0,18.08155718,9.9,204.5,1.0
22099,70.7,53621.0,0.0,36.3,21.504376531,13.8,229.6,1.0
42089,279.2,169507.0,44.0,40.3,17.37500376,7.1,168.4,2.0
12035,197.1,112067.0,18.0,47.5,17.427531782,8.5,145.5,1.0
12051,34.0,41556.0,3.0,32.8,19.793274032,10.5,164.2,1.0
17027,79.7,37639.0,4.0,39.3,15.021206292,11.7,190.1,1.0
27067,53.0,42855.0,8.0,39.5,15.47580479,7.6,118.0,1.0
47059,110.6,69087.0,6.0,42.6,21.811380230999998,16.6,239.5,1.0
51650,2673.2,134313.0,24.0,35.5,20.322792996,14.0,184.3,1.0
48037,104.6,94324.0,82.0,37.9,17.14611872,13.4,250.4,2.0
21047,103.1,71671.0,18.0,28.9,23.473893324000002,11.3,183.0,1.0
01059,50.0,31363.0,7.0,37.8,19.250583044000003,13.3,259.0,2.0
47031,123.1,55700.0,14.0,39.7,22.355547085999998,13.0,228.2,2.0
27131,129.4,66523.0,4.0,35.0,14.714853108,6.3,103.7,2.0
48231,102.5,96493.0,23.0,37.8,15.817496754,13.4,222.7,1.0
48397,616.7,100657.0,6.0,35.9,12.767917297999999,13.9,142.4,1.0
26091,133.3,98266.0,0.0,40.0,17.114590649,11.0,206.1,2.0
37105,227.0,61452.0,8.0,37.4,16.845355687999998,9.8,173.3,1.0
37171,138.4,71948.0,10.0,41.2,17.195156723,12.1,163.8,2.0
51680,1538.2,82126.0,49.0,30.3,17.485877037999998,9.8,173.1,1.0
31141,47.8,33363.0,5.0,38.2,14.898697625999999,8.0,155.0,2.0
13277,155.0,40571.0,20.0,34.5,18.826405130999998,11.2,232.5,1.0
19033,77.7,42647.0,18.0,43.3,16.345733358,8.5,166.0,1.0
04007,11.3,53889.0,8.0,47.9,17.628104734,12.0,161.4,3.0
37077,112.7,60115.0,6.0,39.8,16.627128893,9.3,147.1,1.0
18053,169.2,65936.0,19.0,39.5,21.544696522,14.1,210.7,1.0
31119,60.9,35392.0,24.0,37.1,15.489283002999999,9.8,174.1,1.0
22113,49.4,59830.0,6.0,36.4,20.421327652000002,8.7,271.4,2.0
26005,135.0,117327.0,0.0,39.2,16.273922329,7.5,155.7,1.0
47001,222.8,76482.0,25.0,42.6,20.925017735999997,8.8,188.9,1.0
37065,111.9,52005.0,15.0,39.6,20.794787648,14.0,184.8,1.0
53067,349.4,286419.0,72.0,38.5,12.856464025,9.1,144.7,2.0
19045,70.7,46518.0,10.0,41.4,17.125421189,9.8,202.6,2.0
25001,548.3,213413.0,34.0,49.9,11.853906316,6.1,143.0,2.0
56001,8.5,38601.0,4.0,26.8,15.64749358,6.2,134.1,1.0
28105,104.0,49599.0,6.0,25.4,19.058866586,11.0,170.5,1.0
48349,47.3,49565.0,9.0,37.1,16.328522955,8.5,207.0,1.0
28011,39.0,31333.0,8.0,34.0,24.746814416,10.5,265.5,1.0
48277,54.9,49728.0,20.0,39.7,17.973480918,12.9,229.8,1.0
36015,218.1,84254.0,20.0,40.9,16.802148251,10.1,203.4,2.0
29213,81.7,55852.0,18.0,40.7,20.776528292000002,8.0,257.3,1.0
19149,29.0,25095.0,0.0,41.2,14.903399724000002,8.4,137.3,1.0
13295,154.0,69410.0,0.0,39.7,17.193386856,16.6,311.6,0.0
18067,282.4,82366.0,13.0,40.7,21.19177525,13.8,225.3,2.0
47043,101.4,53446.0,6.0,38.7,21.30032911,13.1,215.9,1.0
31053,69.4,36791.0,0.0,40.3,17.399007275,10.0,141.8,1.0
39107,88.3,40959.0,5.0,39.4,15.515634042,9.7,239.6,1.0
40145,130.2,80110.0,6.0,37.2,17.900176329,14.6,209.7,1.0
26023,89.4,43622.0,10.0,39.8,18.400619448,8.5,196.9,1.0
05085,88.7,73657.0,0.0,35.3,18.585972716,12.1,207.4,0.0
51683,3827.8,41641.0,11.0,32.1,15.462198143,4.4,144.2,1.0
47131,58.4,30267.0,7.0,41.4,24.130346085,13.1,239.2,1.0
37193,91.9,68557.0,8.0,42.4,17.855462044,11.3,160.1,1.0
41045,3.2,30725.0,8.0,36.2,17.474126602000002,7.7,180.0,1.0
45059,93.2,66994.0,8.0,39.9,19.603984837,10.8,170.0,1.0
13255,326.1,66100.0,22.0,37.2,18.691568610999997,13.8,200.3,1.0
37037,93.1,73139.0,4.0,43.6,14.17891525,8.6,98.9,1.0
06101,157.3,96807.0,0.0,34.5,11.952152448,9.3,176.5,1.0
22101,98.4,49774.0,15.0,37.5,21.577659466,13.8,208.4,2.0
48021,83.5,86976.0,0.0,38.4,15.633213057999999,10.4,173.8,1.0
18099,106.1,46248.0,7.0,38.4,20.795918798,10.2,168.7,2.0
13233,133.7,42470.0,0.0,36.2,17.857887857,14.7,260.6,1.0
48099,71.7,74808.0,4.0,29.8,16.216101313,11.3,189.3,1.0
35009,34.4,49437.0,8.0,31.5,18.999062719,7.3,199.6,1.0
47003,95.1,49038.0,8.0,36.4,22.692534088000002,9.7,227.0,1.0
01045,89.6,48956.0,6.0,36.1,20.057394929,14.4,221.7,1.0
47099,67.8,43734.0,6.0,39.7,22.580837732,12.9,237.4,1.0
47069,40.8,25220.0,0.0,39.2,25.889190392,17.5,260.3,1.0
56013,4.4,39531.0,12.0,38.5,19.399937196,8.5,173.6,1.0
02170,3.6,107610.0,14.0,34.8,17.50057946,8.5,131.0,1.0
47019,168.3,56351.0,8.0,42.2,24.766911856999997,18.6,197.2,1.0
55005,53.2,45164.0,5.0,43.1,16.573061952,8.9,149.3,3.0
09013,372.2,150921.0,16.0,38.3,10.543489991,7.3,146.1,2.0
01113,82.6,57781.0,8.0,35.8,21.791319835,18.2,207.4,1.0
01021,63.0,44153.0,6.0,37.6,20.188979064,16.8,270.1,1.0
39139,251.3,121099.0,37.0,40.9,21.207584419,10.3,189.2,3.0
46029,39.6,28015.0,8.0,37.7,16.391141121,8.4,151.6,1.0
19139,97.7,42929.0,5.0,38.2,15.29947467,7.0,163.7,1.0
01031,73.6,51909.0,7.0,37.6,17.444757594000002,14.4,219.5,1.0
19057,96.9,39138.0,12.0,41.5,18.690601423,10.6,179.4,1.0
40013,46.9,47192.0,8.0,37.2,20.252155188,11.0,230.9,1.0
01047,44.8,38310.0,18.0,37.7,24.088991006999997,13.9,308.1,1.0
22089,189.1,52879.0,8.0,36.5,18.724473707999998,10.1,186.3,1.0
39157,163.1,92176.0,38.0,40.9,18.016099582,9.6,186.1,2.0
40139,10.1,20455.0,0.0,31.3,16.849100534,8.5,248.1,1.0
28087,118.3,58930.0,18.0,36.0,17.325280117000002,16.9,188.9,1.0
36079,432.9,98892.0,10.0,41.9,12.631481982,5.1,165.7,1.0
05145,74.5,78727.0,13.0,36.0,19.345567322,12.3,243.6,1.0
42013,241.7,122492.0,50.0,42.0,18.542062066,12.6,188.1,3.0
13103,109.4,62190.0,0.0,35.1,16.27983515,9.6,186.9,1.0
05055,72.9,45325.0,8.0,37.9,19.622216775,13.2,221.0,1.0
18005,188.7,82753.0,17.0,38.2,18.588754061,10.6,192.5,1.0
37047,62.0,55655.0,10.0,39.8,19.205305092,16.9,293.6,1.0
48213,89.9,82299.0,10.0,42.8,15.990933099000001,9.8,237.2,1.0
13137,155.5,45388.0,4.0,38.6,16.33135582,7.3,155.3,1.0
29027,53.1,44889.0,0.0,37.7,18.171042767,15.7,177.2,1.0
28099,52.1,29125.0,0.0,35.3,22.215837794000002,12.7,331.1,3.0
01039,36.7,36986.0,13.0,42.4,19.249451541,12.9,262.0,2.0
35015,12.9,57900.0,12.0,37.3,15.530870365999998,8.6,199.1,2.0
54003,324.4,117123.0,20.0,37.6,22.279119623000003,11.6,183.3,1.0
16011,21.8,46236.0,5.0,31.8,14.23834346,11.1,191.3,2.0
49045,8.4,69907.0,4.0,29.6,10.449580817000001,11.6,150.8,1.0
21029,250.2,81069.0,0.0,38.2,19.715222995,15.6,168.0,0.0
47035,82.3,59673.0,12.0,48.3,19.946257742,11.0,190.8,1.0
51161,368.7,94073.0,0.0,43.3,14.994519825,9.1,158.5,0.0
20015,46.1,66765.0,16.0,37.2,15.82226652,9.0,170.7,2.0
34037,287.6,140799.0,10.0,41.8,13.757305722,6.9,169.4,1.0
47107,121.5,53285.0,4.0,41.6,23.765835889,9.0,232.5,1.0
19179,82.5,35205.0,11.0,39.8,19.853594219,14.4,203.5,1.0
53075,20.7,49791.0,6.0,24.4,14.884558367,8.9,153.8,2.0
26067,111.9,64210.0,2.0,37.0,18.167545439,11.7,202.3,1.0
17077,103.1,57419.0,21.0,29.1,18.822572359000002,4.7,171.8,2.0
17141,70.5,50923.0,4.0,40.7,15.028075484,5.8,150.4,1.0
36105,80.1,75498.0,10.0,41.7,16.144075284,9.8,190.5,2.0
39141,113.3,76931.0,12.0,39.8,21.880148048000002,12.6,210.7,1.0
40079,31.7,49980.0,4.0,38.6,21.704976432,14.1,248.9,1.0
47047,54.5,40507.0,0.0,41.9,20.300532677,6.8,215.8,0.0
37161,120.2,66826.0,18.0,42.5,19.415269925,10.5,205.3,1.0
18037,98.0,42565.0,26.0,39.9,16.956285785,10.6,168.0,1.0
29029,67.1,45815.0,18.0,48.6,17.650219832,8.6,200.6,1.0
51165,89.9,81244.0,0.0,40.4,14.784180444,8.5,131.0,0.0
22003,33.8,25605.0,3.0,37.4,22.038987630999998,18.4,224.0,2.0
31157,50.0,35989.0,22.0,39.0,18.203360429,9.7,153.9,1.0
27035,62.6,64889.0,16.0,42.4,17.404665163,7.1,121.3,2.0
51085,213.1,107239.0,24.0,41.0,13.010267079,10.5,166.2,1.0
48025,36.2,32587.0,8.0,35.4,15.765248622,13.6,185.6,1.0
40037,73.6,71604.0,0.0,40.0,18.662035864,10.6,247.6,3.0
34019,300.0,124714.0,12.0,43.5,12.529551417999999,5.3,135.2,1.0
40051,47.6,55551.0,9.0,38.3,18.971434657,11.2,219.1,1.0
13053,45.3,10684.0,0.0,24.0,17.965194979,9.9,282.0,0.0
29101,63.4,53652.0,0.0,29.8,20.002152887,11.0,244.3,1.0
34041,304.5,105779.0,20.0,41.5,14.330127644000001,7.7,176.1,2.0
12003,46.3,28355.0,0.0,36.0,22.731956418000003,14.6,171.5,1.0
47105,211.8,53054.0,5.0,46.0,18.581114373,13.5,144.9,1.0
54011,342.8,93224.0,88.0,38.7,23.736024529,13.1,164.5,2.0
05123,44.5,25439.0,6.0,37.2,24.12771764,17.1,258.4,1.0
48347,68.2,65711.0,27.0,29.8,17.032011344,14.7,183.3,2.0
18145,108.1,44593.0,0.0,39.9,20.587481832,15.2,181.5,1.0
28107,50.7,34178.0,0.0,36.5,21.393458932999998,13.0,334.7,1.0
40089,17.9,32703.0,0.0,38.8,21.820864671,12.1,267.3,1.0
28083,54.5,28919.0,9.0,32.8,23.927844953,14.0,331.3,1.0
35035,9.7,66781.0,10.0,36.5,19.321365567,9.3,169.8,2.0
01053,40.6,36748.0,14.0,39.2,22.412584583,17.1,233.5,2.0
47169,68.9,11012.0,0.0,39.5,23.070842709,6.1,228.7,1.0
19181,81.1,51056.0,0.0,38.3,14.398997612,8.7,158.4,0.0
32007,2.8,52460.0,7.0,33.4,17.184164044,10.0,171.4,1.0
21125,135.6,60669.0,14.0,38.4,21.452020182000002,14.1,221.0,1.0
46011,40.4,35232.0,0.0,26.3,13.497288102,6.9,138.4,1.0
17095,73.9,50112.0,18.0,42.0,17.757583803,15.2,189.3,2.0
12093,52.0,41537.0,8.0,38.6,21.460209258,12.2,230.8,1.0
45071,59.5,38520.0,7.0,39.9,18.348437379,13.1,190.9,1.0
18065,126.2,48271.0,10.0,41.4,20.617763345,13.7,169.2,1.0
05091,69.5,43592.0,0.0,37.2,21.478718195,10.8,224.1,0.0
22009,50.5,40462.0,2.0,38.1,22.94656752,11.6,250.0,2.0
22037,44.7,19305.0,0.0,41.1,20.675796687000002,15.2,269.0,0.0
48249,47.2,40822.0,8.0,34.9,15.203602213,12.2,251.0,1.0
13275,82.1,44448.0,35.0,39.6,17.888253782,12.3,175.7,1.0
29201,93.3,38458.0,12.0,38.9,22.406411822,14.4,214.3,1.0
47177,92.1,40878.0,8.0,39.3,24.139189286,16.5,253.4,1.0
27025,129.9,55922.0,10.0,39.0,14.62280109,7.8,129.5,1.0
22117,70.5,46582.0,13.0,38.7,23.236068374000002,20.4,277.3,2.0
21037,597.0,93152.0,21.0,37.0,19.092630559,8.5,171.3,1.0
42097,206.2,91083.0,6.0,43.4,19.481765997,10.6,206.5,1.0
22061,99.1,47196.0,17.0,27.8,20.979497617,10.5,122.0,1.0
47089,187.6,54012.0,6.0,40.8,20.480503648,14.6,207.3,1.0
26149,122.5,61043.0,8.0,38.7,18.468938039,12.2,230.8,2.0
26041,31.7,35857.0,9.0,45.6,17.399183296,11.2,178.0,1.0
17049,71.5,34208.0,10.0,39.2,15.118282713,10.7,170.9,1.0
53035,635.9,269805.0,20.0,39.4,12.469553824,7.2,142.3,1.0
47145,150.2,53140.0,6.0,44.9,19.955390414,12.6,199.9,1.0
47183,60.3,33415.0,6.0,37.0,22.157361399000003,9.4,220.3,1.0
27169,82.2,50825.0,8.0,33.1,14.940194313,7.7,137.1,1.0
48055,69.8,43247.0,0.0,34.8,15.43705445,9.9,168.0,1.0
36093,756.6,155350.0,36.0,39.8,14.143836257,8.7,189.7,2.0
05063,48.0,37678.0,12.0,39.0,19.872211004,12.3,268.9,1.0
28133,42.2,25735.0,0.0,33.5,24.506648145,19.2,270.8,2.0
26045,187.4,109826.0,0.0,40.3,17.176635533,8.2,167.1,2.0
53073,95.5,225685.0,24.0,36.6,13.724807685,7.5,134.3,1.0
39137,71.5,33780.0,0.0,39.0,16.200233424,7.2,155.6,0.0
18113,115.7,47532.0,0.0,37.1,18.935768806,9.8,168.6,1.0
12027,54.7,37489.0,8.0,38.1,21.3119303,12.7,134.6,1.0
28093,52.6,35451.0,0.0,38.3,18.566897276,15.1,183.1,1.0
37165,113.4,34810.0,8.0,38.4,22.866670167,16.7,190.8,1.0
49043,19.4,41933.0,4.0,37.1,8.5864458759,3.6,143.2,1.0
22095,215.5,43184.0,0.0,35.5,20.516015542,9.0,229.3,0.0
56005,9.6,46140.0,14.0,31.9,18.489142936,7.8,165.4,1.0
17177,84.5,44753.0,8.0,43.1,16.163153541,8.2,149.1,1.0
08037,31.0,54993.0,5.0,34.0,12.546902347,2.6,64.3,1.0
20037,66.4,39019.0,12.0,32.6,18.818417566,10.6,202.9,2.0
09015,230.9,117027.0,6.0,39.2,14.356951843,9.6,166.7,2.0
18059,228.8,76351.0,24.0,39.1,16.773729434,11.5,158.0,1.0
28115,60.2,31833.0,0.0,36.4,18.313425758,15.0,195.8,1.0
55033,51.6,45131.0,0.0,33.5,16.230806759,8.6,143.0,1.0
42021,208.7,131730.0,30.0,43.8,18.205274734,11.6,184.9,2.0
27099,55.1,40011.0,0.0,39.2,15.149741344,9.4,129.7,0.0
18011,133.9,66999.0,8.0,38.6,16.086571872,8.8,180.6,1.0
21211,110.8,48518.0,4.0,38.3,18.715624235,10.7,168.8,1.0
46005,13.8,18883.0,6.0,41.2,15.617401317999999,7.3,154.0,1.0
25015,299.8,161355.0,11.0,36.6,13.386156912999999,6.1,145.6,1.0
26037,133.1,79332.0,2.0,38.4,15.278114989,9.9,170.7,1.0
26159,125.5,75448.0,0.0,39.8,18.457219684000002,13.0,198.3,2.0
16031,9.0,23864.0,6.0,32.0,13.554946077,10.4,145.0,1.0
47123,70.1,46357.0,0.0,41.6,22.553784494000002,9.0,183.6,1.0
51540,4246.3,48117.0,25.0,27.8,19.366817229000002,8.4,172.8,1.0
37093,120.2,54764.0,0.0,30.9,20.208121023,12.7,174.7,1.0
48073,48.3,52592.0,0.0,37.4,16.207934139000002,12.3,255.3,2.0
45021,140.9,57078.0,12.0,38.3,20.206309856,15.9,258.1,1.0
26111,162.0,83209.0,26.0,40.4,15.454597357,10.4,152.1,1.0
28095,48.4,35564.0,9.0,39.5,18.461120914000002,13.4,235.6,2.0
40087,60.5,39985.0,0.0,38.2,15.289611965,10.1,215.6,1.0
13047,394.3,67420.0,0.0,38.3,14.998338274000002,15.0,186.1,1.0
51003,137.3,108718.0,12.0,38.2,13.818236125999999,6.2,101.9,1.0
37107,148.5,55976.0,14.0,41.0,19.316118167,15.3,183.3,1.0
55085,32.3,35470.0,20.0,48.0,14.620805614000002,6.5,175.2,1.0
48071,58.8,42454.0,0.0,36.1,14.996608427,7.6,193.7,2.0
12049,43.5,27245.0,0.0,32.8,19.168882474,15.1,157.4,1.0
47181,23.2,16558.0,0.0,40.9,24.667945125,13.5,264.9,1.0
27009,94.2,40545.0,0.0,34.1,16.836696299,10.4,120.2,0.0
48449,79.6,33033.0,8.0,32.5,16.197378193,10.4,216.3,1.0
55081,49.6,46051.0,0.0,39.1,16.265412062,11.8,162.7,2.0
23031,199.0,206229.0,14.0,43.0,14.036913690999999,7.9,133.5,2.0
51047,123.1,51859.0,6.0,38.2,16.058022577,8.8,143.3,1.0
20051,31.6,28710.0,34.0,32.2,15.891592955,7.1,143.8,1.0
19099,50.4,37147.0,4.0,41.6,15.298066638,11.9,145.4,1.0
21145,263.6,65346.0,58.0,41.8,21.050779934,9.8,202.6,2.0
21185,322.2,66470.0,8.0,39.0,15.983121435,7.9,159.4,1.0
37069,123.3,67560.0,0.0,39.1,18.008536939000003,7.1,167.0,0.0
48409,93.5,66893.0,0.0,36.1,15.141419345,9.6,179.4,1.0
47097,58.9,25825.0,0.0,36.4,25.461433066999998,18.7,294.2,1.0
22069,31.6,38659.0,8.0,33.3,23.700994091,14.6,204.3,1.0
28149,82.9,46176.0,22.0,37.7,20.433171409,16.8,273.2,1.0
39063,140.7,75930.0,34.0,38.5,18.366507923,9.8,161.8,1.0
17063,119.8,50972.0,8.0,36.1,14.514442127999999,4.4,183.3,1.0
40021,62.7,48675.0,30.0,34.5,22.398335611999997,18.4,255.0,2.0
22087,95.1,46721.0,8.0,32.9,22.517842045,13.3,195.0,1.0
24037,294.4,112664.0,12.0,36.0,15.013894977,11.2,161.0,1.0
20111,39.8,33406.0,6.0,32.5,18.159815399,9.1,167.1,1.0
13279,74.8,26887.0,8.0,36.0,19.279307904,14.5,264.9,1.0
53071,46.3,60922.0,28.0,36.7,12.602259862999999,9.5,138.1,1.0
37083,75.5,50574.0,16.0,41.7,20.236613403,19.4,181.1,2.0
26087,137.4,88028.0,10.0,41.6,16.385993502999998,9.2,230.8,1.0
29113,83.9,57686.0,4.0,35.6,20.602963802,17.5,197.8,1.0
39011,114.5,45804.0,6.0,40.0,17.454950225,9.3,200.4,1.0
17157,58.2,32106.0,0.0,41.0,17.198193684,12.3,180.9,3.0
21101,105.9,45591.0,12.0,39.8,21.496579367,14.7,176.2,1.0
45025,58.5,45754.0,6.0,39.3,20.310602633,15.0,254.3,1.0
29023,61.6,42639.0,14.0,40.6,22.404305005999998,13.8,251.7,2.0
13039,82.4,53677.0,5.0,31.3,16.875882229000002,16.8,204.0,1.0
08075,12.4,21528.0,4.0,38.4,15.533597307,10.0,139.3,1.0
22119,69.5,38798.0,16.0,40.3,22.964287996,12.4,243.3,2.0
36091,271.1,230163.0,19.0,40.9,14.795153675,7.6,151.8,1.0
30003,2.6,13338.0,0.0,30.5,28.936442869,13.6,159.3,2.0
21009,86.5,44176.0,10.0,39.7,22.395924225999998,9.8,213.2,1.0
37141,60.0,62162.0,0.0,41.1,16.318567344,15.0,149.7,1.0
40113,21.1,47014.0,0.0,41.4,19.057237955999998,9.0,209.1,2.0
47077,53.4,27847.0,0.0,39.7,24.373219857,15.1,269.7,1.0
37153,98.4,44887.0,0.0,38.7,20.673412316,17.4,248.8,0.0
31047,24.0,23709.0,0.0,36.2,13.957491122999999,10.0,138.8,3.0
22047,54.0,32721.0,0.0,37.9,20.993251813,14.2,210.4,0.0
12123,21.6,21623.0,6.0,41.1,23.787929353000003,11.7,186.7,1.0
38093,9.5,20917.0,6.0,42.0,16.799970979,9.1,149.4,1.0
19027,36.6,20154.0,6.0,42.3,15.261250857,8.1,146.0,2.0
46035,44.8,19790.0,8.0,37.8,15.107842549,7.0,188.7,1.0
35061,71.8,76456.0,0.0,37.7,17.066381153,10.8,150.6,0.0
40147,122.7,51843.0,8.0,41.1,17.041487116,13.2,225.4,1.0
28085,59.5,34205.0,5.0,37.8,20.156853236,14.1,252.2,1.0
18071,83.2,44111.0,7.0,38.7,21.955356139000003,13.0,155.7,1.0
48117,12.9,18760.0,0.0,31.0,14.667277633,5.6,184.4,1.0
47071,45.1,25776.0,0.0,43.5,23.052685688,11.1,318.0,1.0
19047,23.9,17158.0,0.0,38.4,16.880161690999998,10.6,143.8,1.0
37189,163.4,55945.0,10.0,28.4,18.012060815,6.8,121.7,1.0
06069,39.8,61537.0,8.0,34.3,10.783185265999998,8.4,116.8,1.0
55137,39.1,24263.0,0.0,46.2,16.186324387,7.7,202.3,1.0
05133,30.2,17139.0,0.0,33.7,19.561479789,13.2,247.3,0.0
39009,128.6,65818.0,0.0,26.3,20.031609365999998,12.7,186.8,1.0
39037,88.6,51323.0,6.0,40.8,18.42348452,6.1,196.2,1.0
42063,107.5,84501.0,12.0,38.3,19.13992875,9.2,181.7,1.0
45089,36.9,30606.0,4.0,40.2,19.384639217,21.3,214.1,1.0
47051,74.0,41890.0,10.0,41.3,21.985658903,13.5,208.6,1.0
53017,21.1,42907.0,0.0,36.8,13.556586254,6.9,135.8,0.0
47111,72.4,24265.0,0.0,38.7,23.521921755,16.7,265.5,1.0
31111,14.2,35185.0,19.0,39.2,15.818914419,10.1,139.2,1.0
06017,106.0,190678.0,28.0,43.6,11.220360679,6.2,139.4,2.0
19105,35.9,20744.0,0.0,42.7,15.301391107999999,6.0,158.7,1.0
41017,52.3,191996.0,36.0,40.2,13.575481587999999,6.9,131.3,2.0
37013,57.7,47079.0,8.0,43.8,17.69732422,8.2,171.7,1.0
51089,141.6,50953.0,0.0,44.7,19.183737995999998,17.5,183.7,0.0
01017,57.4,33615.0,0.0,41.5,19.392927053,17.5,196.7,0.0
01123,58.1,40497.0,6.0,42.4,18.180067185,13.3,227.1,2.0
22039,51.3,33443.0,24.0,35.9,24.478974130999998,18.9,217.4,2.0
17121,68.9,37620.0,9.0,41.4,17.383112955999998,15.2,225.9,2.0
06115,114.2,78041.0,24.0,32.1,14.179140049,11.6,202.3,1.0
48199,61.4,57207.0,0.0,38.1,14.116619285,6.5,237.3,0.0
13087,46.6,26575.0,10.0,37.7,19.14172658,13.1,194.2,1.0
30049,18.3,68700.0,8.0,40.9,14.140216418,6.8,140.8,1.0
24015,292.0,102826.0,5.0,38.9,16.915939354000002,9.9,185.3,1.0
40135,63.0,41179.0,0.0,39.0,23.315454301,13.9,281.0,1.0
29147,26.7,22304.0,0.0,28.5,20.104247655,8.7,176.2,1.0
37111,102.1,45507.0,9.0,41.6,18.565702742,10.4,174.5,1.0
48481,38.0,41619.0,4.0,37.2,15.445720424000001,13.5,186.9,1.0
42085,173.4,110683.0,45.0,42.8,19.252817617,9.1,187.1,4.0
40041,56.2,42733.0,6.0,45.2,20.994549533,8.7,233.6,1.0
39043,306.4,74615.0,18.0,43.4,18.225071434,9.5,167.2,1.0
47073,116.7,56530.0,6.0,42.1,23.401969269000002,13.7,222.4,1.0
53057,67.5,128206.0,18.0,40.1,13.240440200999998,8.8,131.7,3.0
55019,28.7,34709.0,0.0,37.2,17.670510932,9.0,161.2,1.0
16053,37.5,24015.0,0.0,31.7,14.845888554,6.4,173.1,1.0
04009,8.1,38072.0,0.0,31.6,17.53449299,9.6,145.6,1.0
55121,39.3,29442.0,0.0,40.8,15.443949235,8.5,151.1,2.0
26073,122.8,70562.0,8.0,25.1,19.92928351,8.5,199.9,1.0
48341,24.4,21485.0,3.0,30.7,14.812547254000002,8.3,203.5,1.0
13305,46.9,29808.0,12.0,37.6,18.54656549,10.4,244.6,1.0
55093,71.5,42555.0,0.0,34.5,15.02384777,5.0,148.3,1.0
28029,37.9,28543.0,0.0,36.7,19.58273565,16.9,273.1,1.0
16069,46.3,40408.0,9.0,40.8,14.997245759,8.4,155.4,1.0
28113,98.8,39563.0,28.0,36.9,22.610895758,14.6,205.1,2.0
40121,35.1,43877.0,15.0,41.2,19.664621144,12.4,309.1,1.0
01025,20.9,23920.0,0.0,40.2,20.579655316,20.1,234.7,2.0
19125,60.1,33407.0,3.0,38.6,15.02656275,8.9,188.5,2.0
51143,65.5,60949.0,0.0,44.2,18.269836587,9.9,168.9,0.0
21179,104.0,45851.0,4.0,37.7,18.512715884000002,10.2,173.5,1.0
51019,91.2,78747.0,6.0,44.3,14.507094982,12.8,159.4,1.0
40111,57.5,38335.0,0.0,38.8,21.959875424,12.2,262.3,2.0
35029,8.5,23963.0,6.0,39.5,19.216084489,9.1,206.2,1.0
02122,3.5,58533.0,6.0,40.6,17.338153075,7.1,154.9,3.0
29109,63.2,38359.0,0.0,39.1,21.125114509,10.1,215.3,1.0
44009,385.7,126179.0,17.0,42.3,12.318396858,6.4,147.2,2.0
01109,49.0,33338.0,9.0,31.4,20.604656176,12.1,197.4,1.0
26027,106.7,51653.0,0.0,42.6,16.491718519000003,15.9,180.6,1.0
27111,29.1,58812.0,5.0,46.3,12.970413712000001,6.9,146.9,2.0
29105,46.5,35713.0,4.0,39.3,21.873365753,13.3,207.6,1.0
05149,23.9,21535.0,0.0,37.8,20.807526357,12.3,244.2,2.0
47075,35.2,17335.0,0.0,39.2,24.169420316,12.9,256.8,0.0
15001,45.9,200983.0,24.0,40.9,14.327655670999999,8.6,146.7,6.0
17073,61.3,49090.0,3.0,41.8,14.694889499999999,11.3,189.2,2.0
49051,20.0,33240.0,0.0,31.6,8.350088251599999,5.0,155.1,1.0
17137,62.5,33976.0,9.0,40.8,16.13652531,12.9,211.9,1.0
18109,170.5,70116.0,10.0,39.9,19.478256114,9.5,195.5,1.0
22041,33.3,20156.0,6.0,38.8,23.515625466,12.7,603.0,1.0
47185,68.6,27107.0,4.0,42.0,23.435191173000003,19.8,216.6,1.0
49003,8.7,54950.0,0.0,30.6,9.6577185179,8.4,172.4,2.0
40153,16.2,20222.0,6.0,37.0,17.043274883,9.0,212.1,1.0
08045,19.1,59770.0,5.0,34.5,13.763628695,4.2,128.6,2.0
29167,49.0,32201.0,8.0,37.8,20.742561399,11.2,184.6,1.0
22053,48.5,31582.0,5.0,37.7,21.031676815999997,10.0,258.4,1.0
18029,164.1,49568.0,8.0,40.0,20.087382123,6.9,170.1,1.0
20169,77.2,54401.0,18.0,37.8,17.854295305,8.7,143.6,2.0
12129,50.8,32461.0,0.0,38.8,19.240291999,7.6,195.7,0.0
29119,42.8,23078.0,0.0,36.5,23.042373665,7.3,248.1,0.0
29225,61.1,39109.0,0.0,37.5,22.363147034,12.3,189.3,0.0
40115,67.6,31175.0,9.0,38.9,22.049756302,14.6,296.6,1.0
48373,43.0,50031.0,8.0,42.9,16.389050824,13.7,276.2,1.0
