countyFIPS,PopulationDensityperSqMile2010,PopulationEstimate2018,#ICU_beds,MedianAge2010,Smokers_Percentage,DiabetesPercentage,HeartDiseaseMortality,#Hospitals
47189,199.7,140625.0,12.0,39.3,18.180668233,9.7,179.2,1.0
05031,136.4,108558.0,66.0,33.2,20.762920838,13.6,232.8,2.0
42043,510.6,277097.0,142.0,39.4,18.523623861,9.9,184.6,2.0
16019,55.9,116854.0,35.0,31.7,13.560304855999998,8.7,169.5,2.0
12085,269.2,160912.0,74.0,49.7,14.321281404,6.4,118.7,1.0
39151,652.9,371574.0,128.0,41.1,19.004006925,10.4,172.6,3.0
13185,220.2,116321.0,48.0,29.9,19.849226909000002,16.2,200.1,1.0
48139,159.9,179436.0,18.0,35.0,13.138732445,11.6,181.1,2.0
37025,492.1,211342.0,25.0,36.7,15.520446062000001,10.9,153.5,1.0
26145,250.2,190800.0,133.0,39.5,18.209733829,8.7,178.8,3.0
28059,193.2,143277.0,48.0,37.2,19.193371227,12.3,215.8,1.0
45003,149.5,169401.0,35.0,40.0,14.915906762999999,11.9,171.0,1.0
13073,427.6,154291.0,0.0,36.8,13.691961597999999,9.4,142.9,0.0
16055,111.3,161505.0,55.0,38.9,14.219169868,6.3,143.5,2.0
17091,167.7,110024.0,56.0,36.7,16.023435143,9.4,202.4,2.0
53021,62.9,94347.0,0.0,28.4,14.012740535999999,10.7,124.1,1.0
18127,393.0,169594.0,32.0,38.4,18.784419018,9.3,153.8,1.0
06039,70.6,157672.0,10.0,33.0,13.444284132,11.6,159.3,1.0
51550,652.0,242634.0,28.0,37.0,14.184605935999999,11.3,167.8,1.0
42129,355.4,350611.0,51.0,45.1,18.67719958,9.1,180.8,3.0
37035,387.1,158652.0,52.0,39.6,16.024647963,8.8,167.2,2.0
55035,154.8,104534.0,48.0,33.4,16.445144577,8.4,157.2,4.0
24021,353.5,255648.0,18.0,38.6,11.613052264,8.0,167.0,1.0
16083,40.2,86081.0,30.0,34.4,13.871111815999999,7.6,164.9,1.0
01015,195.7,114277.0,24.0,38.2,20.612560375,15.6,315.8,2.0
38101,30.6,67744.0,19.0,32.7,17.57055618,9.2,124.7,2.0
22105,153.0,133777.0,64.0,33.6,22.024756151,9.8,211.6,4.0
45035,238.2,160647.0,0.0,35.6,17.119669006,9.2,167.0,0.0
51013,7993.5,237521.0,32.0,33.4,12.329356362,4.6,108.3,2.0
35031,13.1,72290.0,5.0,30.7,21.621669653,16.7,132.6,4.0
49005,96.7,127068.0,14.0,25.5,8.6107850519,6.8,124.8,2.0
45077,240.2,124937.0,15.0,34.9,16.619570915,10.5,193.4,2.0
19169,156.3,98105.0,14.0,26.7,14.928842095999999,6.4,126.1,2.0
47125,319.6,205950.0,21.0,30.0,22.478012336,12.1,194.1,1.0
37191,221.7,123248.0,16.0,36.6,17.654392519,15.3,170.5,1.0
01103,206.3,119089.0,34.0,39.0,18.855706149,11.1,243.2,1.0
01055,195.2,102501.0,56.0,40.2,20.147398601,13.5,292.3,2.0
48485,209.5,132064.0,24.0,33.9,17.725334105,13.8,181.3,3.0
47141,180.3,78843.0,38.0,35.9,23.697794155,10.4,219.4,1.0
26121,344.9,173588.0,37.0,38.2,19.7675499,10.8,160.8,1.0
22079,99.9,130562.0,26.0,36.9,22.437956736999997,13.1,254.8,3.0
06061,247.6,393149.0,70.0,40.3,9.7846207167,5.2,122.9,3.0
01095,164.4,96109.0,20.0,38.2,21.017853481,10.2,262.4,1.0
13097,661.8,145331.0,8.0,35.0,16.639961064,10.0,189.5,1.0
20177,327.1,177499.0,52.0,38.1,17.758993667000002,9.7,161.6,2.0
27139,364.5,147381.0,0.0,34.8,12.051936152,7.6,100.9,2.0
06079,81.7,284010.0,46.0,39.4,10.783296935,6.9,121.6,3.0
39099,580.2,229642.0,67.0,42.9,19.889566928,10.3,218.4,3.0
04015,15.0,209550.0,80.0,47.6,19.352843037,10.1,230.9,4.0
40017,128.9,144447.0,8.0,35.7,14.520999536,11.4,182.2,1.0
55127,184.2,103718.0,16.0,38.1,15.453405129,6.4,160.0,2.0
47163,379.4,157668.0,103.0,43.6,22.099687584,12.0,203.8,3.0
30031,34.4,111876.0,8.0,32.5,14.372680875999999,4.7,127.8,2.0
22015,139.3,127185.0,0.0,34.7,18.88651436,11.2,205.7,0.0
13115,188.9,97927.0,65.0,37.6,17.005829908,12.9,227.3,2.0
42027,138.7,162805.0,0.0,28.7,16.994303125,7.8,153.4,1.0
17115,190.8,104712.0,65.0,40.3,16.439218044,12.6,175.8,2.0
19049,112.4,90180.0,0.0,34.3,13.494258416,7.7,127.1,1.0
13045,221.5,118121.0,18.0,33.5,18.040925947,12.6,223.4,2.0
05069,88.9,68114.0,34.0,37.4,21.331822966,14.0,298.4,1.0
37021,362.9,259103.0,166.0,40.6,16.637681435999998,7.0,138.5,1.0
37159,270.7,141262.0,20.0,39.1,17.125582841,12.3,176.6,1.0
27137,32.1,199754.0,179.0,40.8,16.715382789,7.6,132.1,8.0
47179,376.7,128607.0,76.0,39.3,20.446176652000002,10.9,193.1,2.0
01069,175.1,104722.0,66.0,38.5,19.249782785,11.8,195.6,2.0
51510,9314.3,160530.0,40.0,35.6,15.073357652,6.6,124.0,1.0
29021,218.6,88571.0,21.0,36.9,21.826876691,10.9,179.0,1.0
28121,182.6,153902.0,18.0,36.2,15.596527157,11.8,179.1,4.0
48323,42.4,58485.0,10.0,30.0,16.61157805,16.4,176.4,1.0
22005,369.7,124672.0,0.0,34.3,18.155452803,12.9,206.1,1.0
47119,132.0,94340.0,65.0,38.4,20.994691095,9.3,165.7,1.0
30029,17.9,102106.0,22.0,41.2,15.83357938,5.7,144.5,3.0
48469,98.4,92035.0,43.0,36.4,14.51170796,17.1,168.8,2.0
26075,228.4,158823.0,51.0,39.7,19.325637606,10.5,195.4,1.0
12023,84.7,70503.0,27.0,39.9,23.294815311999997,13.0,189.8,2.0
22063,197.5,139567.0,0.0,34.4,21.604316205,10.0,216.3,0.0
09011,412.2,266784.0,32.0,40.4,12.350839725,7.5,146.3,2.0
37151,181.2,143351.0,12.0,39.5,18.01229409,9.7,186.7,1.0
13015,218.0,106408.0,21.0,36.2,19.176366416,12.7,196.4,1.0
47113,176.4,97605.0,76.0,36.8,22.454903548,12.4,214.7,1.0
18081,435.8,156225.0,6.0,36.8,18.25089554,9.2,184.7,1.0
29051,193.0,76796.0,25.0,37.7,18.154475697,9.7,176.2,2.0
13077,288.8,145864.0,19.0,36.6,15.778011612,8.6,190.7,2.0
37097,277.9,178435.0,36.0,38.9,15.431593827999999,10.4,151.8,3.0
34011,324.4,150972.0,36.0,36.5,18.261146678,11.4,208.0,1.0
27109,220.8,156277.0,218.0,36.3,12.130238237999999,7.0,128.5,2.0
26025,192.8,134487.0,32.0,39.2,18.79289397,12.1,187.5,2.0
13153,372.5,155469.0,36.0,34.5,17.193163254,9.4,192.3,2.0
18063,357.4,167009.0,39.0,36.7,16.052191977,9.8,152.6,3.0
54039,214.1,180454.0,156.0,42.4,20.755555128,13.8,169.0,4.0
12061,274.5,157413.0,40.0,49.1,15.487215590999998,9.3,140.0,2.0
04001,6.4,71818.0,0.0,32.4,21.513107022,15.4,142.8,4.0
19155,98.0,93533.0,29.0,38.5,17.173376509,10.4,161.8,2.0
37057,294.7,166614.0,29.0,40.3,17.857970935999997,13.4,169.1,2.0
35045,23.6,125043.0,10.0,33.0,21.621046020999998,11.7,132.8,2.0
24025,560.1,253956.0,19.0,39.4,14.609937744000002,9.4,166.0,2.0
36001,581.9,307117.0,120.0,38.5,14.531854664,8.4,172.9,3.0
13223,455.9,164044.0,8.0,33.8,15.505948313,11.9,170.3,1.0
42069,467.1,210793.0,51.0,41.8,20.306989109,9.8,209.7,3.0
17093,358.2,127915.0,0.0,32.9,13.875341355,7.9,138.8,0.0
48251,208.3,171361.0,35.0,36.3,14.507444179,11.1,187.2,3.0
28089,133.2,105630.0,7.0,35.8,14.729055959,7.2,190.7,1.0
55071,138.3,79074.0,16.0,43.0,14.92612891,9.6,159.4,2.0
28081,184.3,85202.0,42.0,36.4,18.494265152,12.1,205.1,1.0
41005,201.0,416075.0,54.0,40.6,13.190996573,7.2,122.4,3.0
36007,284.2,191659.0,47.0,40.2,15.514051434,9.0,176.0,2.0
12053,365.6,190865.0,44.0,47.7,19.215223075,11.8,152.6,2.0
47011,301.0,106727.0,27.0,38.2,21.778213881,15.4,244.7,1.0
12015,235.2,184998.0,51.0,55.9,15.760805711,8.1,127.4,3.0
27171,188.5,136349.0,3.0,34.6,14.711599975999999,6.5,106.7,2.0
48427,49.8,64525.0,0.0,29.0,18.830082122,10.6,167.4,1.0
18105,349.7,146917.0,38.0,27.7,19.923251541,7.0,143.3,2.0
47009,220.2,131349.0,16.0,41.4,21.322302217,11.3,131.7,1.0
13127,189.7,85219.0,24.0,39.4,16.392285704000003,12.6,179.3,1.0
22057,90.2,98115.0,21.0,36.5,19.224758245,12.3,177.8,3.0
48091,193.9,148373.0,12.0,42.5,12.558235487000001,4.2,153.0,1.0
48187,184.9,163694.0,9.0,36.4,13.430684793,9.4,170.6,1.0
22109,90.8,111021.0,26.0,35.0,22.291235625,10.5,202.3,3.0
17179,208.6,132328.0,8.0,39.8,15.30132726,10.8,179.3,2.0
26021,276.2,154141.0,20.0,41.0,16.593027897,9.6,215.3,2.0
48471,86.5,72480.0,6.0,34.5,17.241100101,16.0,150.7,1.0
48183,445.4,123707.0,66.0,35.3,16.109610447999998,9.5,212.8,2.0
37133,233.1,197683.0,14.0,25.7,17.795532165,11.0,162.2,1.0
01049,91.5,71385.0,12.0,37.5,21.028270793,11.2,279.9,1.0
20057,30.8,33888.0,10.0,30.4,16.954345208,8.8,169.6,2.0
17099,100.4,109430.0,13.0,41.0,16.065017475999998,11.6,196.3,3.0
48257,132.4,128622.0,8.0,35.4,14.878533889000002,9.0,215.4,1.0
47155,151.7,97892.0,16.0,40.9,21.47980237,12.9,202.6,1.0
22097,90.3,82764.0,16.0,36.8,24.398969339,12.4,307.1,1.0
55055,150.4,85129.0,4.0,38.2,15.021069678,3.9,158.5,1.0
39093,613.6,309461.0,75.0,40.0,18.178693932999998,11.4,166.6,4.0
46083,77.7,58807.0,0.0,32.8,13.207153754,8.1,103.9,2.0
39101,164.7,65256.0,15.0,39.9,21.357875617,13.9,221.7,1.0
18167,267.4,107386.0,54.0,36.1,22.079088952,10.7,230.3,2.0
29187,144.6,66692.0,10.0,38.2,22.20081864,8.5,247.6,2.0
18035,300.1,114772.0,36.0,34.8,20.964426575,9.8,183.9,1.0
10001,276.9,178550.0,29.0,36.6,16.823759502999998,11.6,178.4,1.0
53025,33.3,97331.0,0.0,32.1,15.65962674,10.3,159.9,4.0
05045,174.8,124806.0,25.0,31.5,20.535015324,9.8,185.7,2.0
29097,183.9,120636.0,88.0,35.1,19.176555104000002,10.3,249.0,3.0
18019,295.6,117360.0,25.0,37.9,22.22607816,10.4,206.9,1.0
37127,177.4,94016.0,21.0,39.9,18.299857696,12.8,179.9,1.0
45085,161.6,106512.0,17.0,35.4,18.015323165,12.6,196.2,1.0
39041,393.2,204826.0,6.0,37.4,15.015131325999999,7.5,136.4,1.0
29031,130.8,78753.0,32.0,36.4,18.286987031,12.1,188.3,2.0
55097,87.5,70942.0,12.0,35.8,15.61276422,5.7,131.2,1.0
42075,369.1,141314.0,18.0,41.0,15.87494374,9.5,171.9,1.0
39025,436.6,205466.0,16.0,38.5,18.540459648,9.7,162.2,1.0
39045,289.8,155782.0,20.0,38.2,17.35112124,8.2,162.6,1.0
39089,243.9,175769.0,38.0,39.1,18.716060345,10.0,175.1,1.0
41059,23.6,77516.0,3.0,35.7,15.798553279000002,12.5,145.5,2.0
12017,242.8,147929.0,40.0,54.0,19.587156047,10.5,200.9,2.0
13285,162.0,70034.0,20.0,36.3,18.043170824,10.1,219.2,1.0
20055,28.3,36611.0,8.0,30.2,17.083534699999998,9.2,114.7,1.0
37045,211.3,97645.0,57.0,40.3,18.370495757,13.2,214.3,2.0
17037,166.6,104143.0,16.0,29.3,15.89541067,5.8,143.0,2.0
39085,1011.2,230514.0,27.0,42.3,17.391700664000002,7.5,184.1,1.0
55089,370.7,89147.0,46.0,42.9,12.510559054000002,4.6,165.5,2.0
13031,104.4,77296.0,24.0,25.9,19.37250384,12.6,185.9,1.0
39023,348.0,134585.0,38.0,40.5,21.402774834000002,12.5,200.0,2.0
06113,197.9,220408.0,14.0,30.4,10.906577644,6.5,129.4,2.0
39057,390.5,167995.0,20.0,37.2,17.569766159,10.5,163.1,2.0
13095,287.7,91243.0,50.0,33.2,21.607553194,13.8,178.8,1.0
21117,996.7,166051.0,54.0,36.0,21.00643326,10.3,179.4,1.0
01115,132.3,88690.0,6.0,38.6,18.335301284,12.3,235.4,1.0
24017,320.2,161503.0,10.0,37.4,14.16024778,10.8,163.5,1.0
39129,111.1,58086.0,8.0,38.5,19.859193858,12.5,203.6,1.0
01051,128.2,81887.0,5.0,37.8,17.45250185,14.9,225.1,2.0
45075,83.6,86934.0,20.0,38.1,17.230344709,14.8,173.7,1.0
05125,148.0,121421.0,16.0,38.8,16.490518717,11.0,179.3,1.0
29071,110.0,103670.0,13.0,39.4,18.658496978,12.0,194.5,2.0
20045,243.1,121436.0,10.0,28.4,16.619031282999998,7.2,142.2,1.0
18095,291.3,129641.0,21.0,39.2,21.638695544,15.6,182.3,3.0
08101,66.7,167529.0,32.0,38.7,16.428117379,8.1,133.3,2.0
51700,2630.0,178626.0,88.0,32.3,18.479048630999998,13.8,169.2,2.0
01083,147.8,96174.0,10.0,38.4,18.173356594,12.5,228.7,1.0
37195,220.6,81455.0,14.0,38.7,18.060110062,12.3,164.5,1.0
29047,558.6,246365.0,172.0,36.2,15.895092767000001,9.6,151.3,3.0
13217,367.3,109541.0,10.0,34.7,17.09154095,16.8,182.2,1.0
04025,26.0,231993.0,39.0,49.2,17.065330070999998,7.2,142.3,2.0
22001,94.3,62190.0,4.0,35.7,21.534088073000003,10.2,252.4,2.0
12063,54.2,48305.0,7.0,40.5,23.055297094,13.8,195.7,1.0
55015,153.9,50159.0,0.0,38.4,14.157229097,10.6,180.9,1.0
55135,70.1,51128.0,4.0,43.5,15.294101259000001,9.1,172.8,2.0
37135,336.2,146027.0,13.0,33.1,14.241707251,5.6,124.7,1.0
01043,109.4,83442.0,12.0,39.9,17.901071221,17.2,230.6,1.0
06007,134.4,231256.0,43.0,37.2,13.768327267,8.7,175.6,4.0
51770,2279.8,99920.0,71.0,38.5,19.57036459,10.4,207.6,1.0
28035,160.7,75036.0,48.0,31.3,18.729759822000002,10.8,231.4,1.0
37085,192.7,134214.0,14.0,33.5,18.910360202,11.6,205.1,1.0
27027,56.4,63955.0,0.0,31.6,15.475027962,6.9,118.0,0.0
51121,243.9,98985.0,22.0,26.6,16.887336340999997,8.1,158.6,2.0
18091,186.3,110007.0,34.0,39.6,22.68348124,11.2,215.4,2.0
31079,107.3,61607.0,16.0,35.8,15.71880189,9.3,139.4,1.0
39173,203.3,130696.0,10.0,35.3,16.871287487,11.1,197.2,1.0
40119,113.0,82040.0,11.0,27.3,19.549653265,9.8,191.2,2.0
39155,340.2,198627.0,42.0,42.8,19.676252876,11.2,213.2,2.0
06087,589.4,274255.0,22.0,36.9,11.440834335,6.2,116.9,3.0
51660,2808.2,54033.0,34.0,22.7,19.693651792,8.6,157.5,1.0
39003,264.2,102663.0,62.0,38.3,20.184418116,11.4,186.2,4.0
16005,74.5,87138.0,20.0,31.4,14.424020575,8.9,178.5,1.0
36065,193.7,229577.0,51.0,40.8,16.835257266,11.9,199.8,3.0
04023,38.3,46511.0,0.0,35.6,14.571449262,6.5,136.0,1.0
28067,97.5,68461.0,14.0,36.8,18.802358804,16.2,247.6,1.0
33015,425.0,309176.0,43.0,42.2,12.458440615999999,7.3,144.7,3.0
01127,84.7,63711.0,12.0,41.2,22.68098456,12.2,370.4,1.0
22045,127.6,70941.0,11.0,35.6,21.242782196,12.1,241.9,1.0
16065,80.0,39304.0,4.0,22.6,15.491174600999999,9.9,201.4,1.0
26093,320.2,191224.0,8.0,40.9,13.752936332,7.2,183.2,2.0
17001,78.5,65691.0,25.0,40.7,15.457187119,9.0,170.3,1.0
48005,108.8,87092.0,29.0,36.3,15.856965822000001,12.7,191.2,2.0
12039,89.8,45894.0,0.0,38.9,20.373594507,17.9,180.0,1.0
12119,170.8,128754.0,0.0,62.7,12.204715405999998,9.9,140.9,0.0
55115,47.0,40796.0,0.0,43.0,17.132717201,9.9,151.5,1.0
37163,67.1,63626.0,8.0,38.2,19.070204933,13.1,186.9,1.0
29043,137.6,86983.0,0.0,36.3,18.515598595,10.7,172.1,0.0
12131,53.1,71375.0,28.0,42.1,21.240024187,10.8,178.0,2.0
12121,60.4,44191.0,0.0,42.2,22.567956415,11.5,211.6,1.0
40031,116.1,120422.0,58.0,31.3,19.534762337,10.0,222.8,3.0
30063,42.1,118791.0,32.0,34.3,16.976898634,5.9,153.3,2.0
48189,36.1,33830.0,5.0,32.2,15.692036876,7.7,197.3,1.0
38059,14.3,31095.0,0.0,39.3,17.992186384,7.1,128.6,0.0
23005,337.2,293557.0,72.0,41.0,11.391522395,7.4,122.5,4.0
48001,55.0,58057.0,10.0,39.1,17.386320799,9.9,295.2,1.0
37023,179.3,90382.0,16.0,41.2,17.303198204,7.0,186.6,1.0
20155,51.4,62342.0,20.0,39.9,15.949059779,9.8,160.1,2.0
27141,204.4,96036.0,0.0,33.9,15.145450446,8.4,105.1,0.0
55017,61.9,64135.0,6.0,40.1,15.383002818,8.3,157.2,3.0
42041,431.6,251423.0,45.0,40.3,16.350338289,8.9,176.1,2.0
01077,138.9,92387.0,48.0,40.4,16.6560043,11.9,219.7,1.0
12055,97.2,105424.0,38.0,51.5,18.734961392,10.6,158.6,2.0
48181,129.6,133991.0,62.0,39.5,14.841121999,11.2,171.1,3.0
05115,76.0,64000.0,11.0,35.1,19.385628677,10.1,206.5,1.0
01121,111.7,79828.0,14.0,39.3,23.159862261,14.3,245.9,2.0
18085,145.6,79344.0,14.0,37.7,19.03508964,11.7,163.8,1.0
19167,43.9,34909.0,0.0,32.7,13.990207007999999,6.0,125.8,4.0
13013,432.7,80809.0,6.0,33.6,17.083548591,17.0,158.8,1.0
37061,71.7,58856.0,9.0,37.8,21.303396197999998,18.3,168.2,1.0
26115,276.7,150439.0,0.0,40.3,16.606996455,8.9,186.7,1.0
55109,116.8,89694.0,0.0,36.7,14.272623564000002,6.5,120.9,3.0
47147,139.2,71012.0,8.0,37.6,19.806466902,9.5,217.8,1.0
51740,2838.9,94632.0,22.0,35.7,18.98329946,11.6,200.4,1.0
41039,77.3,379611.0,67.0,39.0,15.360129815999999,7.6,123.6,5.0
40131,128.6,91984.0,6.0,38.3,17.769915311,11.0,234.8,2.0
20103,164.7,81352.0,10.0,37.4,18.086108665,10.0,157.3,2.0
37027,176.1,82029.0,12.0,41.3,16.720111688,16.4,198.1,1.0
13129,155.1,57685.0,8.0,36.0,18.007466655,13.7,213.9,1.0
39109,252.1,106222.0,10.0,40.6,17.755028181,11.0,191.0,1.0
44003,985.9,163861.0,15.0,42.7,14.487549538,8.6,159.4,1.0
35005,10.8,64689.0,24.0,34.7,17.439444818,10.4,208.6,2.0
05051,141.7,99154.0,41.0,44.4,19.415844716,12.8,223.2,3.0
30013,30.1,81643.0,20.0,38.9,16.83570847,7.6,143.6,2.0
28075,114.1,75317.0,51.0,37.0,19.776140155,11.7,260.6,4.0
45057,139.6,95380.0,20.0,39.7,15.760962046,12.7,188.9,1.0
39103,409.0,179146.0,12.0,40.4,15.937067449,8.7,167.2,2.0
13157,178.1,70422.0,0.0,37.1,15.693432732,10.9,174.3,1.0
13297,257.2,93503.0,7.0,37.4,17.28746189,9.2,201.6,1.0
40101,87.6,68362.0,24.0,37.6,21.27680751,12.3,320.1,1.0
40047,57.2,60913.0,30.0,37.4,17.391718594,8.7,210.6,2.0
35025,14.7,69611.0,8.0,31.9,16.779396195,11.3,215.5,2.0
55141,94.3,73055.0,27.0,42.6,15.938731469,6.5,124.2,2.0
47167,133.3,61581.0,7.0,36.6,21.237103259,15.4,219.8,1.0
47063,388.0,64569.0,20.0,39.6,22.2518042,17.1,195.4,1.0
28151,70.6,45063.0,22.0,35.3,20.515537571,13.8,197.5,1.0
31043,79.5,20083.0,0.0,32.8,16.892203528,10.0,142.4,0.0
21015,482.3,131533.0,18.0,35.7,17.654118662000002,9.9,162.9,1.0
37109,262.7,83770.0,10.0,40.4,16.214111018,10.1,182.0,1.0
48465,15.5,49208.0,7.0,32.3,15.773577733,7.9,165.1,1.0
09005,206.3,181111.0,21.0,44.4,12.063141174,7.0,156.1,2.0
48367,129.4,138371.0,20.0,38.9,13.861533433,5.5,162.7,1.0
38089,18.1,30997.0,4.0,38.3,17.466500457000002,7.1,141.8,1.0
42055,193.8,154835.0,24.0,40.1,18.15489989,10.8,164.0,2.0
21093,169.3,110356.0,20.0,35.0,21.198974015,12.3,169.0,1.0
42049,351.1,272061.0,88.0,38.6,20.296875591,8.1,177.2,4.0
05035,83.5,48342.0,0.0,34.2,23.311338002,18.6,215.7,1.0
56021,34.2,98976.0,15.0,37.0,17.04288647,8.6,159.2,1.0
06089,46.9,180040.0,81.0,41.8,13.963535044,9.0,189.4,4.0
55083,37.7,37830.0,0.0,43.7,15.973848957000001,16.8,178.2,2.0
28071,75.0,54793.0,24.0,27.7,17.590890992000002,13.2,215.1,1.0
24045,263.7,103195.0,24.0,35.7,15.308955351,10.6,242.1,1.0
21151,189.6,92368.0,12.0,33.7,18.81744987,10.0,184.0,2.0
29037,142.8,104954.0,9.0,37.9,16.859062744000003,9.2,152.6,2.0
19127,71.0,39981.0,0.0,39.6,14.816550722,9.8,172.3,1.0
17007,193.0,53577.0,0.0,36.8,15.135819484,8.3,158.9,0.0
45031,122.4,66802.0,12.0,39.6,18.676525002,13.0,270.9,2.0
45047,153.2,70741.0,30.0,37.9,18.733482757,12.1,171.5,1.0
37089,286.1,116748.0,27.0,45.4,13.959955784000002,7.2,137.3,2.0
45073,118.6,78374.0,12.0,43.4,17.379811163,10.1,174.0,1.0
35049,75.5,150056.0,22.0,43.0,13.676491996,4.3,115.0,3.0
13113,548.4,113459.0,37.0,42.4,12.821385861,9.7,141.1,1.0
55111,74.6,64249.0,10.0,40.0,17.562534105999998,8.1,158.8,3.0
47045,74.8,37320.0,10.0,39.3,22.953545083,15.1,273.1,1.0
08077,44.1,153207.0,44.0,38.1,15.635450965,7.0,157.6,3.0
36111,162.3,178599.0,25.0,42.0,15.721730154000001,6.8,182.4,3.0
45055,84.9,65592.0,10.0,40.2,15.911290239000001,10.5,179.4,1.0
05093,51.6,41239.0,5.0,34.9,23.644712474000002,16.1,280.3,2.0
24043,322.1,150926.0,48.0,39.7,15.46402323,12.0,192.5,1.0
26103,37.1,66516.0,30.0,39.4,17.315578197,8.5,181.4,2.0
56025,14.1,79115.0,14.0,36.8,17.793200257,7.9,168.0,2.0
12089,113.0,85832.0,0.0,42.9,19.388869012,8.6,165.7,1.0
51177,304.9,134238.0,12.0,36.4,15.761410719,10.3,138.8,1.0
53007,24.8,77036.0,20.0,39.3,13.066644855,5.3,121.6,4.0
13069,73.7,43093.0,10.0,34.8,19.700805757999998,10.5,216.0,1.0
35043,35.5,145179.0,0.0,37.9,16.191236811,6.1,129.7,1.0
27105,29.9,21924.0,0.0,37.5,14.436513732,9.5,138.3,1.0
42125,242.5,207346.0,50.0,43.6,16.199309684,10.7,169.6,4.0
27013,85.6,67427.0,29.0,29.8,15.974106314,7.8,114.5,1.0
51179,479.5,149960.0,4.0,34.6,14.718886029,7.3,131.8,1.0
46013,21.3,39316.0,10.0,38.6,14.467267802,9.3,142.8,2.0
02090,13.3,98971.0,13.0,31.0,15.853578868,7.1,154.5,1.0
12087,74.3,75027.0,14.0,46.4,17.172898463,4.8,149.4,3.0
18017,94.5,37955.0,5.0,38.7,20.63817315,16.4,176.1,1.0
55043,44.7,51554.0,0.0,36.4,16.299603557,9.5,157.1,3.0
17195,85.5,55626.0,9.0,41.8,15.235005268,8.3,181.3,2.0
42107,190.5,142067.0,16.0,43.2,18.855152708,11.7,245.7,2.0
19187,53.1,36277.0,8.0,40.0,17.004108752,9.6,197.8,1.0
37167,153.4,62075.0,10.0,40.5,16.708050684,7.8,213.5,1.0
55021,74.2,57358.0,10.0,41.0,14.981969487999999,9.4,163.2,2.0
37049,146.0,102912.0,72.0,36.2,15.658887703,14.1,166.0,1.0
40125,88.2,72679.0,14.0,37.0,20.844648410999998,12.2,248.3,1.0
54061,267.2,106420.0,119.0,29.1,20.209792371,10.1,177.5,2.0
19021,35.2,19874.0,5.0,37.1,14.87408803,8.2,159.8,1.0
42007,392.3,164742.0,20.0,44.4,19.220431873,10.6,188.9,1.0
17029,106.0,50885.0,9.0,31.6,18.788086045,9.0,203.7,1.0
39029,202.8,102665.0,20.0,42.3,20.965683909000003,9.9,221.5,2.0
17199,157.9,67056.0,26.0,40.1,16.098025787,10.8,154.3,2.0
13071,83.6,45592.0,10.0,34.8,20.969152539,16.8,195.4,2.0
45043,74.0,62249.0,10.0,45.4,16.353671164,12.4,193.4,1.0
18173,155.1,62567.0,24.0,39.7,17.645830310999997,11.9,160.7,2.0
31019,47.6,49615.0,34.0,32.1,14.796608322,8.2,143.2,2.0
20161,116.6,73703.0,8.0,24.3,14.609242238,6.6,131.9,2.0
28073,112.0,62447.0,17.0,33.0,16.88335727,12.2,220.3,1.0
01033,91.8,54762.0,22.0,41.8,18.658821060999998,13.5,261.3,2.0
01071,49.4,51736.0,10.0,41.4,19.958920884,13.9,284.1,1.0
24013,373.4,168429.0,10.0,41.1,12.630102677,8.3,175.2,1.0
29159,61.9,42542.0,9.0,37.1,21.552639474,13.8,198.5,1.0
18177,171.6,65936.0,30.0,40.2,21.255682749,14.9,202.8,1.0
12107,102.2,74163.0,10.0,43.4,23.620471789,14.2,183.0,1.0
13009,177.3,44823.0,12.0,34.1,19.817938403,10.7,239.4,1.0
04003,21.3,126770.0,12.0,39.7,14.99584566,8.4,148.6,4.0
42019,233.2,187888.0,35.0,41.5,16.531034438,7.5,182.4,1.0
47053,82.4,49045.0,3.0,39.9,22.405184653000003,13.9,262.4,1.0
27019,256.9,103551.0,25.0,36.3,11.805749925,6.6,96.9,1.0
36063,414.4,210433.0,32.0,41.9,16.802143713,10.8,223.5,3.0
17183,90.9,76806.0,12.0,39.8,17.673739551,14.8,239.7,2.0
13175,60.0,47325.0,16.0,38.0,20.00320028,14.5,215.1,1.0
05059,53.5,33701.0,6.0,40.1,20.333526847,15.7,228.1,1.0
13299,40.7,35680.0,22.0,38.4,19.044358709,11.1,244.3,1.0
41029,73.0,219564.0,50.0,42.1,17.912384445,8.5,128.8,3.0
05033,104.5,63406.0,8.0,37.6,19.004177141,13.2,227.1,1.0
21059,210.9,101104.0,32.0,38.8,17.34145221,10.7,178.7,1.0
37125,126.5,98682.0,68.0,45.0,14.276149569000001,8.6,140.1,1.0
51800,211.4,91185.0,12.0,37.9,16.438070724,12.6,182.5,1.0
13247,656.6,90594.0,16.0,36.9,18.328330785,13.2,148.9,1.0
37157,165.6,90690.0,9.0,42.2,17.673989504,12.0,182.2,1.0
55075,29.8,40434.0,10.0,45.7,16.357618312,5.6,194.0,1.0
37019,126.8,136744.0,19.0,47.4,14.995104748,9.2,156.5,2.0
09007,448.6,162682.0,24.0,43.1,11.316440612000001,5.7,147.0,1.0
01009,88.9,57840.0,6.0,39.0,19.20867197,14.9,224.8,1.0
29145,93.0,58266.0,0.0,39.0,20.138350199999998,8.7,229.9,1.0
20175,35.9,21780.0,8.0,28.9,18.121354724,7.3,141.7,1.0
05079,25.2,13383.0,0.0,38.0,22.467420690999997,15.0,287.7,0.0
